"","id_norma","tipo_norma","numero_norma","clase_norma","organismo_origen","fecha_sancion","numero_boletin","fecha_boletin","pagina_boletin","titulo_resumido","titulo_sumario","texto_resumido","observaciones","texto_original","texto_actualizado","modificada_por","modifica_a","presidente","DNU"
"11",40706,"DNU","1369",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1996-11-28,28537,1996-12-05,5,"CREDITO PUBLICO","DEUDA PUBLICA","FACULTASE AL MINISTERIO DE ECONOMIA Y OBRAS Y SERVICIOS PUBLICOS A REALIZAR OPERACIONES DE CREDITO PUBLICO CORRESPONDIENTES A LA ADMINISTRACION CENTRAL, QUE SE CONSIDERARAN A CUENTA DE LAS AUTORIZACIONES QUE INCLUYA LA LEY DE PRESUPUESTO PARA EL EJERCICIO 1997.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/40706/norma.htm",NA,0,2,"Menem",TRUE
"12",40779,"DNU","1404",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1996-12-03,28540,1996-12-10,1,"CREACION","INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE","CREASE EL INSTITUTO UNIVERSITARIO NACIONAL DEL ARTE COMO PERSONA JURIDICA DE DERECHO PUBLICO EN EL CARACTER PREVISTO EN EL ARTICULO 48 DE LA LEY Nº 24521. DISPOSICIONES GENERALES Y TRANSITORIAS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/40779/norma.htm",NA,1,2,"Menem",TRUE
"13",42163,"DNU","197",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-03-07,28602,1997-03-10,1,"CESE DE INTERVENCION - NORMAS REGULATORIAS -","INSTITUTO NACIONAL DE SERVICIOS SOCIALES PARA JUBILADOS Y PENSIONADOS","CESE DE LA INTERVENCION. PRESIDENTE ( FUNCIONES TRANSITORIAS ). DIRECTORIO ( ASAMBLEAS - ENCOMIENDASELE LA ELABORACION DE UN PROYECTO DE LEY QUE ESTABLEZCA EL SISTEMA DE ELECCION DE AUTORIDADES ). SINDICO. PRESTAMO. TRANSFERENCIA DE CREDITOS Y DEUDAS A LA SINDICATURA GENERAL DE LA NACION. OBRAS SOCIALES P/ JUBILADOS Y PENSIONADOS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42163/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42163/texact.htm",14,9,"Menem",TRUE
"14",42213,"DNU","200",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-03-07,28604,1997-03-12,1,"PROHIBENSE EXPERIMENTOS HUMANOS","CLONACION","PROHIBENSE LOS EXPERIMENTOS DE CLONACION RELACIONADOS CON SERES HUMANOS.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42213/norma.htm",NA,0,NA,"Menem",TRUE
"15",42335,"DNU","260",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-03-20,28611,1997-03-21,1,"ESTADO DE EMERGENCIA - DECLARACION","SEGUROS DEL AUTOTRANSPORTE PUBLICO DE PASAJEROS","DECLARASE EN ESTADO DE EMERGENCIA POR EL PLAZO DE 36 MESES CONTADOS A PARTIR DELAS PUBLICACION DEL PRESENTE DECRETO, A LA ACTIVIDAD ASEGURADORA DEL AUTOTRANSPORTE PUBLICO DE PASAJEROS Y A LA SITUACION DE LAS EMPRESAS PRESTADORAS DE ESE SERVICIO, CON EL ALCANCE Y CONDICIONES QUE A QUE SE DETERMINAN. DISPONESE EL PAGO EN CUOTAS DE COSTAS EMANADAS DE SENTENCIAS CONDENATORIAS EN PROCESOS DE DAÑOS Y PERJUICIOS PRODUCIDOS POR VEHICULOS AFECTADOS Y EN OCASION DE LA PRESENTACION DEL AUTOTRANSPORTE PUBLICO DE PASAJEROS.","FE DE ERRATAS - BO 26/3/97, PAG 2","http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42335/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42335/texact.htm",2,3,"Menem",TRUE
"16",42988,"DNU","376",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-04-25,28636,1997-04-29,7,"REGIMEN - COMPLEMENTACION Y OPERATIVIDAD","FACTURAS DE CREDITO","ESTABLECESE UNA NORMATIVA COMPLEMENTARIA QUE TORNA OPERATIVO EL REGIMEN INSTITUIDO POR LA LEY Nº 24760 - FACTURAS DE CREDITO- . CONDICIONES EN QUE SU EMISION DE TORNA OPTATIVA (...) ESTABLECESE A LOS FINES DEL PRESENTE, LA CONDICION DE PYMES QUEDANDO SUSTITUIDA CON DICHO ALCANCES LA RESOLUCION MEYOSP Nº 401/89 (...) RECHAZO DE FACTURAS (...) ESTABLECESE UN REGIMEN TRANSITORIO DE EXCEPCION","ABROGADO POR ART. 14 DEL DECRETO 363/02","http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/42988/norma.htm",NA,6,3,"Menem",TRUE
"17",43160,"DNU","410",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-05-08,28643,1997-05-09,1,"PRORROGA","FACTURAS DE CREDITO","PRORROGASE LA ENTRADA EN VIGENCIA DEL REGIMEN ESTABLECIDO POR LA LEY Nº 24760 Y SUS DECRETOS COMPLEMENTARIOS Y REGLAMENTARIOS NROS. 376/97 Y 377/97.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/43160/norma.htm",NA,1,3,"Menem",TRUE
"18",43399,"DNU","446",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-05-21,28652,1997-05-22,2,"LEY Nº 24.587 - PRORROGA DE UN PLAZO","NOMINATIVIDAD DE LOS TITULOS VALORES PRIVADOS","PRORROGASE EL PLAZO PREVISTO EN EL ARTICULO 8º DE LA LEY Nº 24.587 PARA LA CONVERSION DE TITULOS VALORES PRVADOS DE DEUDA EMITIDOS AL PORTADOR Y COLOCADOS EN MERCADOS DEL EXTERIOR, QUE CUENTEN CON AUTORIZACION PARA HACER OFERTA PUBLICA.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/43399/norma.htm",NA,0,1,"Menem",TRUE
"19",44432,"DNU","618",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-07-10,28686,1997-07-14,3,"REGIMEN GENERAL DE ACTUACION","ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS","ORGANIZACION Y COMPETENCIA. AUTORIDADES DE ADMINISTRACION. REQUISITOS, INCOMPATIBILIDADES E INHABILITACIONES DE LAS AUTORIDADES. FACULTADES DE ORGANIZACION INTERNA. FACULTADES DE REGLAMENTACION. FACULTADES DE INTERPRETACION. FUNCIONES Y FACULTADES DE DIRECCION Y DE JUEZ ADMINISTRATIVO. ORGANIZACION DEL SERVICIO ADUANERO. RECURSOS Y PRESUPUESTO. NORMAS TRANSITORIAS. VIGENCIA. (...) DISOLUCION DE LA DIRECCION GENERAL IMPOSITIVA (DGI) Y DE LA ADMINISTRACION NACIONAL DE ADUANAS (ANA) (ART 1º) (...) CREASE LA CUENTA ' ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS - CUENTA DE JERARQUIZACION' (ART. 13) (...) MODIFICANSE LAS LEYES 11.683; 22.091 Y 22.415 (CODIGO ADUANERO) (ART. 20)",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/44432/norma.htm","http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/44432/texact.htm",108,6,"Menem",TRUE
"20",44909,"DNU","719",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-07-31,28703,1997-08-06,1,"REESTRUCTURACION - AUTORIZASE VENTA DE INMUEBLES","FUERZAS ARMADAS","AUTORIZASE AL MINISTERIO DE DEFENSA A REALIZAR TODOS LOS TRAMITES NECESARIOS PARA LA VENTA DE LOS INMUEBLES DE PROPIEDAD DEL ESTADO NACIONAL, ASIGNADOS EN USO A DICHO MINISTERIO, DE CONFORMIDAD CON LAS DISPOSICIONES DE LA LEY Nº 22.423 Y LOS DECRETOS NROS. 407/91 Y 2137/91, DESTINANDO SU PRODUCIDO CONFORME LAS PREVISIONES DE LA LEY Nº 24.045 A LA REESTRUCTURACION DE LAS FUERZAS ARMADAS",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/40000-44999/44909/norma.htm",NA,0,3,"Menem",TRUE
"21",45405,"DNU","833",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-08-25,28719,1997-08-29,3,"SUSTITUCION DEL APORTE MEDIO PREVISIONAL OBLIGATORIO POR MODULA PREVISIONAL","SISTEMA INTEGRADO DE JUBILACIONES Y PENSIONES","SUSTITUYESE EL ART. 21 DE LA LEY Nº 24.241, REEMPLAZANDO EL APORTE MEDIO PREVISIONAL OBLIGATORIO (AMPO) POR LA NUEVA UNIDAD DE REFERENCIA DENOMINADA MODULA PREVISIONAL (MOPRE) QUE TENDRA UN VALOR QUE SERA FIJADO ANUALMENTE Y REGIRA DESDE SU VIGENCIA PARA TODAS LAS JUBILACIONES Y PENSIONES QUE SE OTORGUEN EN LO SUCESIVO",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45405/norma.htm",NA,11,3,"Menem",TRUE
"22",45383,"DNU","842",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-08-27,28718,1997-08-28,2,"PROCEDIMIENTO LICITATORIO","AEROPUERTOS","AEROPUERTOS. PROCEDIMIENTO LICITATORIO PARA EL CONCESIONAMIENTO DE LA EXPLOTACION, ADMINISTRACION Y FUNCIONAMIENTO DE UN CONJUNTO DE AEROPUERTOS. APRUEBANSE LOS DECRETOS NROS. 375 Y 500/97, Y TODOS LOS ACTOS DICTADOS COMO CONSECUENCIA DE LA APLICACION DE LOS MISMOS",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45383/norma.htm",NA,9,5,"Menem",TRUE
"23",45444,"DNU","857",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-08-28,28720,1997-09-01,3,"PROYECTOS INDUSTRIALES - EXTENSION DE PLAZO","PROMOCION INDUSTRIAL","FIJANSE, PARA LOS PROYECTOS INDUSTRIALES APROBADOS EN EL MARCO DE LOS DECRETOS REGLAMENTARIOS DE PROMOCION REGIONAL DE LAS LEYES NROS. 20560 Y 21608, PLAZOS DE EXTENSION DE LOS BENEFICIOS PROMOCIONALES, CONDICIONANDO LA VIGENCIA AL MANTENIMIENTO DE LA MANO DE OBRA COMPROMETIDA PARA LA REALIZACION DE PROYECTOS",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45444/norma.htm",NA,6,3,"Menem",TRUE
"24",45511,"DNU","866",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-01,28723,1997-09-04,2,"RETIRO POR INVALIDEZ - PENSION POR FALLECIMIENTO","ADMINISTRACION PUBLICA NACIONAL","ESTABLECESE QUE DETERMINADOS EX- AGENTES DE LA ADMINISTRACION PUBLICA NACIONAL QUE SE HAYAN ACOGIDO A REGIMENES DE RETIROS VOLUNTARIOS ESTABLECIDOS COMO CONSECUENCIA DE LAS DISPOSICIONES DE LAS LEYES Nº 23696 Y 23697, TENDRAN DERECHO AL RETIRO POR INVALIDEZ; O SUS DERECHOHABIENTES, A LA PENSION POR FALLECIMIENTO, EN TANTO CUMPLAN LOS REQUISITOS ESTABLECIDOS POR EL PRESENTE",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45511/norma.htm",NA,1,3,"Menem",TRUE
"25",45512,"DNU","869",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-01,28723,1997-09-04,2,"RETIRO VOLUNTARIO - PREVISION SOCIAL","ADMINISTRACION PUBLICA NACIONAL","NORMA A LA QUE SE PODRAN AJUSTAR, QUIENES HUBIESEN TRABAJADO EN RELACION DE DEPENDENCIA EN LA ADMINISTRACION PUBLICA NACIONAL QUE HUBIERAN CESADO EN LA ACTIVIDAD EN VIRTUD DE ACOGERSE A UN RETIRO VOLUNTARIO GENERADO EN EL MARCO DE LAS LEYES 23696 Y 23697 Y QUE SE ENCONTRASEN DESOCUPADOS, A LOS EFECTOS DE COMPLETAR LOS APORTES AL SISTEMA INTEGRADO DE JUBILACIONES Y PENSIONES  SE LOS INCORPORA COMO TRABAJADORES AUTONOMOS, EN LA CATEGORIA MINIMA",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45512/norma.htm",NA,1,3,"Menem",TRUE
"26",45897,"DNU","900",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-08,28736,1997-09-23,1,"CONTRATACION DE PUBLICIDAD","RADIODIFUSION","MODIFICACION DEL ARTICULO 38 DE LA LEY Nº 22285, EN LO RELATIVO A LA CONTRATACION DE PUBLICIDAD","SE DECLARA VALIDO POR RESOLUCION S/N DE LA HONORABLE CAMARA DE DIPUTADOS DE LA NACION. B.O. 27/07/2007","http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45897/norma.htm",NA,1,1,"Menem",TRUE
"27",45844,"DNU","938",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-15,28734,1997-09-19,10,"FACILIDADES DE PAGO - DELEGACION DE FACULTADES A LA AFIP","PROCEDIMIENTOS FISCALES","FACULTASE A LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS A CONCEDER FACILIDADES PARA EL PAGO DE TRIBUTOS, INTERESES Y MULTAS. MODIFICACION A LOS ARTS. 39 Y 111 DE LA LEY 11.683 (T.O. 1978) Y SUS MODIFICACIONES",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45844/norma.htm",NA,2,1,"Menem",TRUE
"28",45983,"DNU","968",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-18,28739,1997-09-26,1,"MERCADERIAS EN CONDICION DE REZAGO","SERVICIO ADUANERO","REGIMEN EXCEPCIONAL PARA EL TRATAMIENTO DE MERCADERIAS EN CONDICION DE REZAGO SOMETIDAS A DESPACHO DE OFICIO. CONDICIONES. FACULTADES A LA ADMINISTRACION FEDERAL DE INGRESOS PUBLICOS PARA DISPONER LA AFECTACION DE LAS MISMAS. VIGENCIA. SUSPENSION TRANSITORIA DEL ART. 418 DEL CODIGO ADUANERO LEY 22415",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/45983/norma.htm",NA,3,1,"Menem",TRUE
"29",46070,"DNU","1010",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-09-26,28742,1997-10-01,1,"BENEFICIARIOS DEC. 2627/92 - NUEVA CATEGORIA","JUBILACIONES Y PENSIONES","AGREGASE AL ART. 1º  DEL DECRETO Nº 2627/92 UN NUEVO INCISO, POR EL CUAL SE INCORPORA UNA NUEVA CATEGORIA DE BENEFICIARIOS AL REGIMEN INSTITUIDO POR LA REFERIDA NORMA",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/46070/norma.htm",NA,3,2,"Menem",TRUE
"30",46721,"DNU","1087",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-10-16,28756,1997-10-21,1,"ALFREDO MARIA POCHAT","PENSIONES","OTORGASE UNA PENSION VITALICIA, INTANGIBLE E INEMBARGABLE, A LA VIUDA E HIJOS MENORES DEL DR. ALFREDO MARIA POCHAT",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/46721/norma.htm",NA,0,NA,"Menem",TRUE
"31",47225,"DNU","1163",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-11-07,28772,1997-11-12,2,"PROMOCIONES","PERSONAL MILITAR","PROMOCION DE HORACIO JULIO GIMENEZ",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/47225/norma.htm",NA,0,NA,"Menem",TRUE
"32",47429,"DNU","1221",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-11-14,28779,1997-11-21,4,"REGIMEN TRANSITORIO - PRORROGA DEL ART. 2º DEL DECRETO Nº 410/97","FACTURAS DE CREDITO","PRORROGASE EL PLAZO ESTABLECIDO EN EL ART. 2º DEL DECRETO Nº 410/97, REFERIDO A LOS REGIMENES TRANSITORIOS ESTABLECIDOS POR EL ART. 4º DEL DECRETO Nº 376/97",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/47429/norma.htm",NA,0,3,"Menem",TRUE
"33",47668,"DNU","1302",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-11-28,28788,1997-12-04,1,"PROMOCIONES","ESTADO MAYOR DEL EJERCITO","RAMON ANTONIO FERREYRA. SU PROMOCION",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/47668/norma.htm",NA,0,NA,"Menem",TRUE
"34",50550,"DNU","1480",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-12-30,28887,1998-04-29,1,"REEMPLAZO","APORTES AL TESORO NACIONAL","REEMPLAZASE EL APORTE AL TESORO NACIONAL DISPUESTO POR LA DESICION ADMINISTRATIVA N° 12/97 POR PARTE DEL INSTITUTO NACIONAL DE CINE Y ARTES AUDIOVISUALES POR LA FUENTE DE FINANCIAMIENTO -CREDITO EXTERNO, PARA LO CUAL SE AUTORIZA LA RESPECTIVA OPERACION DE CREDITO PUBLICO.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/50000-54999/50550/norma.htm",NA,2,2,"Menem",TRUE
"35",48367,"DNU","1462",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-12-30,28812,1998-01-12,9,"PROMOCIONES","PERSONAL MILITAR","PROMOCION DE PERSONAL MILITAR SUPERIOR DE LA FUERZA AEREA.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/48367/norma.htm",NA,0,NA,"Menem",TRUE
"36",48743,"DNU","1461",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1997-12-30,28822,1998-01-26,4,"AGENTES VARIOS","PERSONAL MILITAR","SU PROMOCION.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/48743/norma.htm",NA,0,NA,"Menem",TRUE
"37",48381,"DNU","9",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1998-01-06,28812,1998-01-12,11,"PODER JUDICIAL DE LA NACION / ESMA","PRESPUESTO DE LA ADMINISTRACION NACIONAL 1997","SUSTITUYESE EL INC. A) DEL ART. 9º DE LA LEY Nº 24624, A LOS FINES DE ENCARAR UNA REESTRUCTURACION EDILICIAEN EL AMBITO DEL PODER JUDICIAL DE LA NACION, COMO ASI TAMBIEN EN JURISDICCION DEL MINISTERIO DE DEFENSA PARA LA CONSTRUCCION DE UN NUEVO EDIFICIO DE LA ESCUELA DE MECANICA DE LA ARMADA.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/48381/norma.htm",NA,3,3,"Menem",TRUE
"38",48753,"DNU","71",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1998-01-21,28822,1998-01-26,5,"ESTADO MAYOR GENERAL DEL EJERCITO","PERSONAL MILITAR","PROMOCION DE DN. CARLOS RAMON AMAYA.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/48753/norma.htm",NA,0,NA,"Menem",TRUE
"39",49614,"DNU","256",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1998-03-09,28854,1998-03-11,2,"BENEFICIARIOS - ASIGNACION POR AYUDA ANUAL ESCOLAR","SISTEMA INTEGRADO DE JUBILACIONES Y PENSIONES","INTRODUCESE EL INC. D) AL ART. 15 DE LA LEY 24.714, CONCEDIENDO A LOS BENEFICIARIOS DEL SISTEMA INGREGADO DE JUBILACIONES Y PENSIONES LA ASIGNACION POR AYUDA ESCOLAR ANUAL PARA LA EDUCACION BASICA Y POLIMODAL.-",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/45000-49999/49614/norma.htm",NA,3,2,"Menem",TRUE
"40",50466,"DNU","419",NA,"PODER EJECUTIVO NACIONAL (P.E.N.)",1998-04-16,28883,1998-04-23,1,"CREDITOS PRESUPUESTARIOS","PRESUPUESTO","AUTORIZASE AL JEFE DE GABINETE DE MINISTROS A COMPROMETER CREDITOS PRESUPUESTARIOS CORRESPONDIENTES A EJERCICIOS FUTUROS, EN RELACION CON EL GASTO QUE DEMANDARA EL ALQUILER CON OPCION A COMPRA DE UN COMPLEJO EDILICIO A CONSTRUIRSE MEDIANTE EL SISTEMA 'LLAVE EN MANO', FINANCIADO INTEGRAMENTE POR EL CONSTRUCTOR, PARA LOS TRIBUNALES NACIONALES DE LA CAPITAL FEDERAL Y LA COMPRA, POR EL MISMO SISTEMA, DEL NUEVO EDIFICIO DESTINADO A LA FORMACION DE LOS SUBOFICIALES DE LA ARMADA ARGENTINA EN AL BASE NAVAL DE PUERTO BELGRANO, PROVINCIA DE BUENOS AIRES.",NA,"http://servicios.infoleg.gob.ar/infolegInternet/anexos/50000-54999/50466/norma.htm",NA,1,2,"Menem",TRUE
